sentence,Governing Law,Termination,Confidentiality,Limitation Of Liability,License Grant,Non-Compete,Assignment,IP Ownership,Payment Terms
10.COVENANTS RELATING TO THE  Agreement.,0,0,0,0,0,0,0,0,0
"Neither Party shall have the right to assign or otherwise transfer its rights or obligations under this Agreement except with the prior written consent of the other Party, not to be unreasonably withheld or delayed.",0,0,0,0,0,0,1,0,0
18.2 The rights of the Company under clause 18.1 are without prejudice to any other rights that it might have at law to terminate the Executive's employment or to accept any breach of 9 this Agreement by the Executive as having brought the Agreement to an end.,0,0,0,0,0,0,0,0,0
"The Parties further agree to amend Section 6.5 of the Agreement as follows: (a) The liability cap set forth under section 6.5 is hereby amended to adapt to the provisions of this Amendment #3 and is therefore set at """".",0,0,0,1,0,0,0,0,0
"During the time the normal operations of Shipper's plant are interrupted by labor disturbances accompanied by violence or imminent threat thereof, Carrier may dispatch vehicles or units to pick up shipments.",0,0,0,0,0,0,0,0,0
"The provisions of Section 9.1 and Section 9.2 will not apply to limit the Licensee's indemnification obligations under Section 8.2, or in the case of Licensee's gross negligence or wilful misconduct.",0,0,0,1,0,0,0,0,0
"APPOINTMENT AND GRANT OF LICENSE 13.1 The Manufacturer hereby appoints the Customer to be the sole and exclusive agent for the promotion, sales, marketing, distribution and administration of the products listed in schedule A of this agreement based on minimum annual product purchase requirements as listed in Schedule B of this agreement.",0,0,0,0,0,0,0,0,1
"3.2 Each of the Recipient and the Provider may, in their sole discretion, terminate this Agreement in whole or in part, at any time without cause, and without liability except, in the case of the Recipient, for required payment for services rendered and reimbursement for authorized expenses incurred, by providing at least 90 (ninety) days' prior written notice to the other party (such date, the ""Services Termination Date"").",0,1,0,0,0,0,0,0,0
"11 exclusive (subject to MD Anderson's perpetual, irrevocable, no-cost right to use such Invention for non-commercial internal research, academic and patient care purposes), royalty-bearing license to any Invention in which MD Anderson has an ownership interest, provided that Adaptimmune Limited pays all reasonably incurred patent expenses for such Invention in the event Adaptimmune Limited exercises its option.",0,0,0,0,1,0,0,0,0
"(b) In the event the Company fails to sell the required minimum number of the Shares by the date when such sales must be completed, in accordance with the provisions of the Plan or as required by the Conversion Regulations, and applicable law, this Agreement shall terminate upon refund by the Company to each person who has subscribed for or ordered any of the Shares the full amount which it may have received from such person, together with interest as provided in the Prospectus, and no party to this Agreement shall have any obligation to the other hereunder, except as set forth in Sections 2(a) and (d), 7, 9 and 10 hereof.",0,0,0,0,0,0,0,0,1
"1.33 ""Services"" means those services specified in the ""General Description of Services"" portion of any Statement of Work.",0,0,0,0,0,0,0,0,0
CAPSUGEL shall pay to CARDAX a royalty equal to  after the end of [***].,0,0,0,0,0,0,0,0,1
"(a) Licensor grants to Licensee a limited, non-exclusive, non-transferable (except as provided in Section 11.7) and non-sublicensable royalty-free license during the Term to those of Licensor's Marks designated by Licensor from time to time to: (i)display such Marks on the Licensee Site: (x) with the Licensed Content to provide source attribution; or (y) as links to the Licensed Content; (ii)comply with its express obligations under this Agreement; and (iii)advertise, market and promote the availability of the Licensed Content or the Licensee Site and identify the Licensor as a content provider; provided, that all uses of Licensor's Marks shall require Licensor's prior written approval.",0,0,0,0,1,0,0,0,0
"To the extent that Vendor (x) has timely notified AT&T of related Delay Information contemplated in Subsection (a) above, (y) has complied with this Section 3.3(b) and (z) is nevertheless unable to obtain or delayed in obtaining a required Permit which is reasonably likely to result in Vendor missing a Delivery Date or Completion Date (a ""Permitting Delay""), then the Parties shall cooperate in good faith to extend such Delivery Date or Completion Date and such Permitting Delay shall constitute an Excusable Delay; provided, however that if the Parties cannot agree on a new Delivery Date or Completion Date or in the event of a Permitting Delay preventing or delaying Vendor's performance which AT&T determines is reasonably likely to cause a material delay of the ultimate Delivery Date or Completion Date applicable to a Cell Site, AT&T may elect to, after consultation with Vendor and good faith discussion to negotiate another resolution: (i) terminate its obligations solely with respect to each Cell Site affected by or related to such Permitting Delay under this Agreement and exercise any of the Termination Remedies set forth in the Build Addendum, without liability to Vendor; provided that AT&T shall pay to Vendor, an amount equal to the demonstrated costs incurred by Vendor for any Work completed (in accordance with applicable Specifications and requirements) to the extent such Work is transferred to AT&T as of the effective time of termination of the applicable terminated Cell Site, which amount shall not exceed $[***]; or (ii) suspend this Agreement or any part hereof for the duration of such Permitting Delay (as such period is reasonably determined by AT&T) solely with respect to any Cell Site affected by or related to such Permitting Delay, obtain Work elsewhere (including AT&T's performance of the Work itself), at AT&T's cost and expense (which shall reduce the Structured Payments applicable to such Cell Site by such amount, but in no event shall such reduction cause the Structured Payments to be less than an amount equal to the demonstrated costs incurred by Vendor up to the date of suspension), and provide notice to Vendor when AT&T desires for Vendor to resume its performance under this Agreement for the remaining Work at such Cell Site.",0,0,0,1,0,0,0,0,0
"IN NO EVENT SHALL THE AS PARTIES BE LIABLE FOR SPECIAL, CONSEQUENTIAL, OR PUNITIVE DAMAGES.",0,0,0,1,0,0,0,0,0
"7) All covenants, promises and agreements by or on behalf of the parties contained in this Agreement shall be binding upon and shall inure to the benefit of the successors and assigns of the parties; but nothing in this Agreement, expressed or implied is intended to confer on any party the right to assign its rights or obligations hereunder.",0,0,0,0,0,0,1,0,0
"If Green Cross has the right to direct legal proceedings pursuant to this Section 15.5(b)(i) and does not abate such violation of Jointly Owned Patents, including by commencement of a lawsuit against the accused person if necessary, within *** after receiving notice of such infringement of Jointly Owned Patents and immediately after notice of other violation of such Jointly Owned Patents, then MacroGenics shall be entitled (but shall not be obligated) to take all actions reasonably necessary to abate such violation in the Territory, including commencement of a lawsuit against the accused Third Party if necessary.",0,0,0,0,0,0,0,1,0
"Our games will initially be quick to play quiz type games that allows the user to get involved in around 20 seconds, and then receive results from push notifications.",0,0,0,0,0,0,0,0,0
"Assignment SONY hereby assigns to PURCHASER SONY's entire right, title and interest in, to and under the Transferred Patents, and any patents that may issue therefrom (including any foreign counterparts, divisions, continuations, renewals, continuations in part, reexaminations or reissues thereof), along with the right to sue and collect damages for any future infringement, and agrees to take all reasonably necessary action to assist PURCHASER, at PURCHASER's sole expense, to register, confirm and perfect such assignment, including by making filings with or at any and all necessary patent offices and/or governmental agencies.",0,0,0,0,0,0,0,1,0
11.1 By Company.,0,0,0,0,0,0,0,0,0
ARTICLE 4 DEVELOPMENT COSTS 4.1 Development Costs.,0,0,0,0,0,0,0,0,0
Changepoint agrees to provide Level 2 support and maintenance to Corio for the first four (4) months after the first Customer commences using the Software in connection with the Corio Services.,0,0,0,0,0,0,0,0,0
"1.32 ""Indication"" means the treatment of Dravet syndrome, Lennox-Gastaut syndrome, [***] during the Distribution Term.",0,0,0,0,0,0,0,0,0
"(b) MMMW shall NOT be liable for INCIDENTAL or CONSEQUENTIAL DAMAGES, even if MMMW has been advised, knew or should have known of the possibility of such damages.",0,0,0,1,0,0,0,0,0
"Except as otherwise provided in Section 5 3 of the Development Agreement, by the fifteenth (15th) day of each month, the 11 Franchisee shall deliver to BKC a return of Gross Sales for the preceding month and pay to BKC or its designee a royalty for the use of the Burger King Marks an the Burger King System calculated by applying the percentage set forth in SCHEDULE 1 against the Gross Sales for the preceding calendar month.",0,0,0,0,0,0,0,0,1
"NOW, THEREFORE, in consideration of the promises hereinafter made by the parties hereto, it is agreed as follows: ARTICLE I APPOINTMENT OF DISTRIBUTORSHIP 1.01.",0,0,0,0,0,0,0,0,0
"No Party shall use any of the names, trade names, trademarks, service marks and logos of another Party without the prior written consent of such Party (the ""Trademark Consent"").",0,0,0,0,0,0,0,0,0
Counterparts.,0,0,0,0,0,0,0,0,0
The Party so affected shall use Diligent Efforts to avoid or remove such causes of nonperformance as soon as is reasonably practicable.,0,0,0,0,0,0,0,0,0
Nothing contained in this Agreement shall be deemed to transfer or convey to Client any ownership rights whatsoever in or to the EFS Property or grant any license to the EFS Property other than in connection with the Playboy Commerce Business.,0,0,0,0,1,0,0,0,0
"NEITHER PARTY SHALL BE ENTITLED TO RECOVER FROM THE OTHER PARTY ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES IN CONNECTION WITH THIS AGREEMENT; provided however, that this Section 10.5 shall not be construed to limit (a) either Party's right to special, incidental or consequential damages for the other Party's breach of Article 8 or (b) either Party's indemnification rights or obligations under Article 11.",0,0,0,1,0,0,0,0,0
Green Cross shall have the initial right to institute and direct legal proceedings against any Third Party believed to be infringing Jointly Owned Patents that claims or covers a Product sold in the Territory.,0,0,0,0,0,0,0,1,0
"In no event will Licensor be liable for any indirect, incidental, reliance, special or consequential damages arising out of the performance or non-performance of this Agreement, whether or not Licensor had been advised of the possibility of such damages.",0,0,0,1,0,0,0,0,0
(xxiii) Compliance with Regulation AB.,0,0,0,0,0,0,0,0,0
This Agreement shall be constructed under and governed by the laws of the State of Tennessee.,1,0,0,0,0,0,0,0,0
ARTICLE IV COVENANTS OF THE PARTIES Section 4.01 The Company's Obligation.,0,0,0,0,0,0,0,0,0
"Unless otherwise agreed in an Order, Supplier grants Bank of America a perpetual, worldwide, irrevocable, nonexclusive royalty free license to any Pre-existing IP embedded in the Work Product, which shall permit Bank of America and any transferee or sublicensee of Bank of America, subject to the restrictions in this Agreement, to make, use, import, reproduce, display, distribute, make derivative works and modify such Pre-existing IP as necessary or desirable for the use of the Work Product.",0,0,0,0,1,0,0,0,0
"Vyera shall have the exclusive right to implement, and subject to Section 5.5, final decision-making authority with respect to, Commercialization of all Licensed Products in the Field and the Territory.",0,0,0,0,1,0,0,0,0
13.3.2 Either Party may initiate mediation with respect to any Dispute that is not resolved pursuant to Section 13.2 by written notice to the other Party.,0,0,0,0,0,0,0,0,0
"Notwithstanding the foregoing, Lender shall be entitled to receive a guaranteed minimum royalty for each Contract Year including the Additional Term, if any (the ""Guaranteed Minimum Royalty""), payable in accordance with Exhibit ""C"" attached hereto.",0,0,0,0,0,0,0,0,1
"AZUL-ATR Global Maintenance Master Agreement DS/CS-3957/14/Issue 7 Page 58/110 Source: AZUL SA, F-1/A, 3/3/2017 Execution version CONFIDENTIAL TREATMENT REQUESTED [*****] DESCRIPTION [*****] [*****] OXYGEN CYLINDER ASSY [*****] [*****] DIGITAL FLT DATA RECORDER [*****] [*****] ATTITUDE HEADING REF UNIT [*****] [*****] PCMCIA [*****] [*****] POWER SUPPLY UNIT [*****] [*****] FUSELAGE GROUND LIGHT [*****] [*****] EMERGENCY POWER SUPPLY [*****] [*****] INTERCOMPRESSOR BLEED VALVE [*****] [*****] BATTERY-MAIN [*****] [*****] MOTOR AND PUMP ASSEMBLY [*****] [*****] FIRE EXTINGUISHER [*****] [*****] TRIM INDICATOR [*****] [*****] AISLE MARKING EMERGENCY [*****] [*****] INTERTURBINE TEMP.INDICATOR [*****] [*****] INTERTURBINE TEMP.INDICATOR [*****] [*****] PROPELLER SPEED INDICATOR [*****] [*****] VHF/COMM TRANSCEIVER [*****] [*****] STANDBY ALTIMETER [*****] [*****] AIR DATA COMPUTER [*****] [*****] AIRSPEED INDICATOR [*****] [*****] REFUEL CONTROL PANEL [*****] [*****] ELECTRONIC ENGINE [*****] CONTROL [*****] [*****] VHF/COMM CONTROL PANEL [*****] [*****] T2CAS COMPUTER [*****] [*****] FWD SIDE LH ISOLATOR [*****] [*****] EFIS CONTROL PANEL RH [*****] [*****] EFIS CONTROL PANEL LH [*****] [*****] INDEX CONTROL PANEL [*****] [*****] INTEGRATED CORE PROCESSING MOD [*****] [*****] PROPELLER VALVE MODULE [*****] [*****] REMOTE CONTROL AUDIO UNIT [*****] [*****] REMOTE CONTROL AUDIO UNIT [*****] [*****] LP CHECK VALVE [*****] [*****] MPC [*****] [*****] EMERGENCY LOCATOR BEACON [*****] [*****] EMERGENCY POWER SUPPLY [*****] [*****] PRESSURE REG & S/O VALVE [*****] [*****] PRESSURE REG & S/O VALVE [*****] [*****] HALL EFFECT CURRENT [*****] [*****] TOTAL [*****] [*****] [*****] Confidential material redacted and filed separately with the Securities and Exchange Commission.",0,0,0,0,0,0,0,0,0
Training by You.,0,0,0,0,0,0,0,0,0
"This Agreement shad be deemed a contract made under and shall be construed in accordance with and governed by the laws ofthe State ofTexas and that actions arising out ofthis Agreement may be litigated in courts having situs in Harris County, Texas.",1,0,0,0,0,0,0,0,0
"Vericel and MediWound may each be referred to herein individually as a ""Party"" and collectively as the ""Parties.""",0,0,0,0,0,0,0,0,0
1.2 DEVELOPMENT LICENSE.,0,0,0,0,0,0,0,0,0
"The Professional hereby grants to the Company the worldwide right during the Term and for a period of six (6) months after the Term as provided in Section 2.8 to use, reproduce, print, publish, distribute, broadcast, modify, edit, condense, or expand any materials containing her name, image, likeness or personal identification that are created hereunder.",0,0,0,0,1,0,0,0,0
21.,0,0,0,0,0,0,1,0,0
The confidential portion has been filed separately with the SEC.,0,0,0,0,0,0,0,0,0
"(i) Subject to the terms and conditions of this Agreement, D2 hereby grants LICENSEE a perpetual non-exclusive, worldwide license, to use Licensed Technology in Object Code format only as an incorporated part of the Licensee Product.",0,0,0,0,1,0,0,0,0
Such payment as recommended by the JC shall be approved by the management of each Party.,0,0,0,0,0,0,0,0,0
MISCELLANEOUS TERMS AND CONDITIONS 12.1 Neither Party shall be entitled to assign any of its rights or duties hereunder to any third parties without a written consent of the other Party thereto.,0,0,0,0,0,0,1,0,0
"The foregoing licenses include the right to reproduce, prepare derivative works, distribute, perform and otherwise exploit such Shared Library Materials and to use the Shared Library Materials to design, develop, manufacture, have manufactured, sell and support products and services, subject in each case to applicable export control Laws and the provisions of Section 4.5.",0,0,0,0,1,0,0,0,0
"Following the expiration of the Distribution Term and during the remaining Term of this Agreement, for all Product supplied by Zogenix to Distributor under purchase orders submitted pursuant to the Supply Agreement in a particular Fiscal Year, Distributor shall pay to Zogenix the Transfer Price per unit of Product supplied shall be equal to the sum of (i)  of aggregate annual Net Sales for such Fiscal Year.",0,0,0,0,0,0,0,0,1
"FCC shall be obligated to accept all such purchase orders unless the amount ordered for a Year exceeds the Maximum Quantity, or orders for a particular quarter exceed [***] pounds or exceed the Flotek forecast for that quarter by more than 25%, provided, however, that, in such event, FCC shall communicate Flotek of the time period that will be required to satisfy such order assuming FCC endeavors to satisfy such order as soon as practicable, and Flotek shall inform FCC within ten (10) days of such communication whether it will order such Terpene Product pursuant to the revised delivery terms.",0,0,0,0,0,0,0,0,0
"Except as provided in this Section 13.2, this Agreement may not be assigned or otherwise transferred, nor may any rights or obligations hereunder be assigned or transferred, by either Party, without the written consent of the other Party (such consent not to be unreasonably withheld); provided that a merger, sale of stock or comparable transaction shall not constitute an assignment.",0,0,0,0,0,0,1,0,0
"GOVERNING LAW The laws of the State of New York (without giving effect to its conflicts of law principles) govern all matters arising out of or relating to this Agreement and all of the transactions it contemplates, including without limitation, its validity, interpretation, construction, performance, and enforcement.",1,0,0,0,0,0,0,0,0
"AT&T shall be the exclusive owner of all right, title, and interest in and to all Paid- For Development (defined below), including, without limitation, all Intellectual Property Rights therein and thereto.",0,0,0,0,0,0,0,1,0
"You also shall not use any Mark or any commercial symbol similar to the Marks in connection with the performance or sale of any unauthorized services or products, or in any other manner we have not expressly authorized in writing.",0,0,0,0,1,0,0,0,0
"NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INCIDENTAL, INDIRECT, EXEMPLARY, PUNITIVE, OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR THE USE OF THE LICENSED SOFTWARE, THE SERVICES OR DOCUMENTATION, WHETHER FROM BREACH OF CONTRACT OR WARRANTY, FROM NEGLIGENCE, STRICT LIABILITY OR OTHER CAUSE OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",0,0,0,1,0,0,0,0,0
"ISO will thereafter promptly investigate each such suspicious incident and, upon request, promptly notify SERVICERS of the result of any such investigation.",0,0,0,0,0,0,0,0,0
"making all contact with relevant Regulatory Authorities; provided, however, that Ono shall not take any action with respect to any such recall without first consulting in good faith with Array and obtaining approval of the JDRC, to the extent practicable, and Ono shall consider in good faith any comments of Array in connection with any aspect of the management of any such recall.",0,0,0,0,0,0,0,0,0
Section 10.,0,0,0,0,0,0,0,0,0
"In further consideration of this Agreement, XLI shall not in any way disparage the Trademarks, nor any of WCC's parent, subsidiary, or affiliated companies' trademarks or its or their products.",0,0,1,0,0,0,0,0,0
Licensor will keep and maintain accurate books and records with respect to the Project.,0,0,0,0,0,0,0,0,0
"The execution and delivery of this Agreement, the performance of such Party's obligations hereunder and the licenses and sublicenses to be granted pursuant to this Agreement (i) do not and will not conflict with or violate any requirement of Laws existing as of the Effective Date; (ii) do not and will not conflict with or violate the certificate of incorporation, by-laws or other organizational documents of such Party; and (iii) do not and will not conflict with, violate, breach or constitute a default under any contractual obligations of such Party or any of its Affiliates existing as of the Effective Date; (d) Other Rights.",0,0,0,0,0,0,0,0,0
"This Agreement may be terminated by either the PHL Parties, on the one hand, or ICC, on the other, with respect to Certificates that have not been issued as of the effective date of termination in the following manner: 15.02.1.1 By any of the PHL Parties, on the one hand, or ICC, on the other, providing one hundred and twenty (120) days prior written notice to the other Parties.",0,1,0,0,0,0,0,0,0
"(c) All right, title and interest in and to the Improved Conformis Background IP and KIB Product IP (""Joint IP"") shall be owned jointly by the Parties.",0,0,0,0,0,0,0,1,0
"Source: CONFORMIS INC, 10-Q, 11/1/2019",0,0,0,0,0,0,0,0,0
Equifax shall have the right of prior approval of the terms upon which all Required Consents are obtained.,0,0,0,0,0,0,0,0,0
"If the Client, in its reasonable discretion, consents, the Client is hereby granted an exclusive, worldwide, royalty-free, perpetual, irrevocable license to use, distribute, modify, publish, and otherwise exploit the incorporated items in connection with the work product developed for the Client.",0,0,0,0,1,0,0,0,0
"If Reseller fails to submit Orders with an aggregate value equal to or greater than the MOQ, then Reseller shall pay Supplier a sum equal to the shortfall, within 30 days after the end of the Initial Term.",0,0,0,0,0,0,0,0,1
"(i) This Agreement shall be governed by and construed in accordance with the internal laws of the State of Delaware applicable to agreements made and to be performed within that state, without giving effect to any law or principals of law that would result in the application of the laws of any other jurisdiction.",1,0,0,0,0,0,0,0,0
"Either Affiliate or Chase may terminate this Agreement at any time, with or without cause, by giving the other party written or e-mail notice of termination.",0,1,0,0,0,0,0,0,0
"Subject to the preceding sentence, no Party shall be liable to any other Party in contract, tort or otherwise including any liability for negligence for any indirect or consequential loss or damage including, without limitation, corruption or loss of data, loss of profit, loss of anticipated savings all in connection with this Agreement, caused by its own acts or those of any of its auxiliaries, such as employees, servants or agents.",0,0,0,1,0,0,0,0,0
"PERFORMANCE: In lieu of PACIFICAP ENTERTAINMENT granting a 10 year Exclusive Content License to THE HENRY FILM AND ENTERTAINMENT CORPORATION, THE HENRY FILM AND ENTERTAINMENT CORPORATION agrees to share a minimum of $50,000.00 annually for each year of this Agreement.",0,0,0,0,0,0,0,0,1
PRODUCTS 2.1 The Products and subject matter of this Agreement shall be the products listed below manufactured and sold by PPG SHANGHAI or affiliated companies of PPG SHANGHAI.,0,0,0,0,0,0,1,0,0
"2.4 The Professional hereby grants to the Company the exclusive and worldwide right to use her name, likeness, image and personal identification, singly or in any combination, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in the creation of two (2) print advertisements per year and one (1) television advertisement per year (together, the ""Advertisements"") for any golf equipment, along with all rights in any images, videos, advertisement copy or other materials created by the Professional or others.",0,0,0,0,1,0,0,0,0
"Arizona may sublicense the licenses granted herein to its Affiliates and Third Parties in the ordinary course of business in support of its and its Affiliates' business, but not for the independent use of Third Parties, and the Company may sublicense the licenses granted herein to Third Parties, its Subsidiaries, AWP, controlled Affiliates, or any holding company that is a direct or indirect parent of the Company in the ordinary course of business in support of its and its Subsidiaries' or controlled Affiliates' business, but not for the independent use of Third Parties (each such Affiliate, Third Party, AWP or Subsidiary, a ""Sublicensee"").",0,0,0,0,1,0,0,0,0
"(f) Prior to and at the Closing Date: (i) in the reasonable opinion of Capital Resources, there shall have been no material adverse change in the condition, financial or otherwise, or in the earnings, or the business affairs or business prospects of the Company or the Association independently, or of the Company or the Association, considered as one enterprise, since the latest dates as of which such condition is set forth in the Offering Prospectus, except as referred to therein; (ii) there shall have been no material transaction entered into by the Company or the Association from the latest date as of which the financial condition of the Company or the Association is set forth in the Offering Prospectus other than transactions referred to or contemplated therein; (iii) the Company or the Association shall not have received from the OTS or the FDIC any direction (oral or written) to make any material change in the method of conducting their business with which it has not complied (which direction, if any, shall have been disclosed to Capital Resources) and which would reasonably be expected to have a material and adverse effect on the business, operations or financial condition or income of the Company or the Association taken as a whole; (iv) neither the Company nor the Association shall have been in default (nor shall an event have occurred which, with notice or lapse of time or both, would constitute a default) under any provision of and agreement or instrument relating to any material outstanding indebtedness; (v) no action, suit or proceedings, at law or in equity or before or by any federal or state commission, board or other administrative agency, shall be pending, or, to the knowledge of the Company or the Association, threatened against the Company or the Association or affecting any of their properties wherein an unfavorable decision, ruling or finding would reasonably be expected to have a material and adverse effect on the business, operations, financial condition or income of the Company or the Association, taken as a whole; and (vi) the Shares have been qualified or registered for offering and sale under the securities or blue sky laws of the jurisdictions as Capital Resources shall have requested and as agreed to by the Company.",0,0,0,0,0,0,0,0,0
"EPL00L(CLT-EPL 1.1-02/93) Page 5 of 7 Neither party may bring an action, regardless of form, arising out of this Agreement more than [*] years after the cause of action arose.",0,0,0,1,0,0,0,0,0
"It is expressly understood that SRP may use the Logan's trademarks, logos or other symbols only as directed or approved by Logan's and that Logan's may use the trademarks, logos, symbols, name, likeness, voice or signature of the Driver, the Team or any secondary or associate sponsor only as directed or approved by the Driver, or secondary sponsors, as appropriate.",0,0,0,0,0,0,0,0,0
8.8 Effect of Company Bankruptcy.,0,0,0,0,0,0,0,0,0
This includes problem recreation and in-depth technical analysis.,0,0,0,0,0,0,0,0,0
"The representations and warranties contained herein do not apply to statements in or omissions from any document discussed herein based upon written information furnished to the Company by the Agent specifically for use therein, it being understood and agreed that such information is only that described as such in Section 8(b) hereof (collectively, the ""Agent Information"").",0,0,0,0,0,0,0,0,0
5.04 Non-Contravention.,0,0,0,0,0,0,0,0,0
Effect of Termination.,0,0,0,0,0,0,0,0,0
"For clarity, disclosure of a matter on the Disclosure Schedules to the Asset Purchase Agreement shall not be deemed consent by Stryker under this Section 3.2.",0,0,0,0,0,0,0,0,0
Licensee acknowledges and agrees Fox shall be the exclusive owner of these rights as a work made for hire.,0,0,0,0,0,0,0,1,0
"Source: DOVA PHARMACEUTICALS INC., 10-Q, 11/8/2018 TABLE OF CONTENTS (continued) 5.10 Manufacturing; Distribution; Marketing.",0,0,0,0,0,0,0,0,0
"Pursuant to the Purchase Agreement, Gulf Houghton shall receive cash consideration and shares of Buyer's capital stock in exchange for the Shares owned by Gulf Houghton and as inducement for Gulf Houghton and the other Sellers to enter into this Agreement.",0,0,0,0,0,0,0,0,1
"C. You covenant that during the term of this Agreement, except as otherwise approved in writing by us, you will not, either directly or indirectly, for yourself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation or company: 1.",0,0,0,0,0,1,0,0,0
"This Agreement is in the English language only, which language shall be controlling in all respects.",0,0,0,0,0,0,0,0,0
"This Agreement shall be governed by and construed in accordance with the laws of the State of Ohio, without reference to principles of conflicts of law.",1,0,0,0,0,0,0,0,0
Grant of Rights; Sublicensing.,0,0,0,0,0,0,0,0,0
Such Supply Agreement shall cover the documentation and other quality requirements for the acceptance of previously manufactured supply of Product for use by the other Party.,0,0,0,0,0,0,0,0,0
"Except for claims under Sections 15.4 [INDEMNIFICATION BY NEOFORMA] and 15.5 [INDEMNIFICATION BY VERTICALNET] hereof, neither Party may bring a claim or action regardless of form, arising out of or related to this Agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or Source: NEOFORMA INC, S-1/A, 12/2/1999 becomes known, whichever is later.",0,0,0,1,0,0,0,0,0
"The date of termination will be the date specified in the written notice and may be, in the sole discretion of the Company, the same day the notice is given to the Contractor, or such later date as the Company may decide.",0,0,0,0,0,0,0,0,0
"MacroGenics will invoice Green Cross at the end of the applicable Calendar Quarter for the amounts due hereunder, and all such amounts shall be paid to MacroGenics by Green Cross in US Dollars not later than *** following the receipt of the applicable invoice.",0,0,0,0,0,0,0,0,0
"For clarity, the foregoing restrictions shall not apply to Exact Sciences Laboratories, LLC or any Representative of Exact or any of its Affiliates on the customer care team or market access team.",0,0,0,0,0,0,0,0,0
Nonexclusive Value Added Distributor Agreement Terms and Conditions 2.,0,0,0,0,0,0,0,0,0
"Logo Size: The minimum logo size is 1"" or 25mm.",0,0,0,0,0,0,0,0,1
3.2.2 Members; Officers.,0,0,0,0,0,0,0,0,0
"For any such application, patent or plant variety rights, IGER shall serve as the ADMINISTERING PARTY.",0,0,0,0,0,0,0,0,0
"C. LEADER has not employed any broker or finder in connection with the transaction contemplated by this Agreement and has taken no action that would give rise to a valid claim against any party for a brokerage commission, finder's fee, or other like payment.",0,0,0,0,0,0,0,0,0
"Ownership of intellectual property rights to any enhancements, modifications or derivative works to the Software itself which may be developed jointly by the parties or solely by Corio shall be negotiated by the parties prior to the start of any such development work.",0,0,0,0,0,0,0,1,0
4.3 Right of Reference and IND Assignment.,0,0,0,0,0,0,0,0,0
"DOMICILE 3 INSURANCE ONLY POLICY OF PERFORMANCE FOR STATE CONTRACTS IN FAVOR OF ECOPETROL S A _____________________, A COMPANY LEGALLY ESTABLISHED IN COLOMBIA AND DULY AUTHORIZED BY SUPERINTENDENCE OF FINANCE OF COLOMBIA TO OPERATE IN THE COUNTRY, WHICH, HEREINAFTER SHALL BE CALLED THE INSURER, GRANTS IN FAVOR OF ECOPETROL S A, HEREINAFTER CALLED ECOPETROL, THE INSURED AND BENEFICIARY ENTITY, THE COVERAGE SPECIFIED IN THE FRONT PAGE OF THIS POLICY SUBJECT IN ITS SCOPE AND CONTENT TO THE GENERAL AND PARTICULAR CONDITIONS THERETO WITHOUT EXCEEDING THE CORRESPONDING INSURED AMOUNT, PURSUANT TO THE PROVISIONS IN ARTICLE 1079 OF THE COLOMBIAN CODE OF COMMERCE ACCORDING TO THE DEFINITIONS AND SCOPE OF THE RESPECTIVE COVERAGE DESCRIBED HEREUNDER: SECTION I: COVERAGE BY MEANS OF THIS COVERAGE ECOPETROL IS PROTECTED AGAINST ANY EQUITY DAMAGE CAUSED BY THE BIDDER AS THE RESULT OF ANY BREACHING ONCE THE CONTRACT HAS BEEN AWARDED AND FROM ANY OF THE OBLIGATIONS AND NECESSARY REQUIREMENTS FOR THE EXECUTION, PERFECTION AND A COMMENCEMENT OF THE SAME, AND MORE SPECIFICALLY AS A RESULT OF ANY DEFAULT ON THE OBLIGATIONS TO ENTERED INTO AND TO PERFECT THE CONTRACT UNDER THE TERMS IN WHICH THE BID HAS BEEN PRESENTED AND PROVIDE IN THE APPROPRIATE MANNER ANY PERFORMANCE POLICY OR BANK COLLATERAL REQUIRED TO COMPLY WITH THE SAME.",0,0,0,0,0,0,0,0,0
These fees will be payable to us or a vendor designated by us and may be increased from time to time.,0,0,0,0,0,0,0,0,0
"1.97 ""Target List"" has the meaning set forth in Section 2.2.1.",0,0,0,0,0,0,0,0,0
"5.2 Representations and Warranties by Zanotti: Zanotti represents and warrants to Aura that, as of the date of this Agreement: Article 6 Intellectual Property 6.1 During the Term of this Agreement and subject to its provisions, Aura grants to Zanotti a limited, non-exclusive license to use Aura's Trademarks to identify and promote the sale of the AETRU System within the Field of Use in the Territory and Zanotti grants to Aura a limited, non-exclusive license to use Zanotti's Trademarks to identify and promote the Products used in conjunction with the AETRU System within the Field of Use in the Territory.",0,0,0,0,1,0,0,0,0
Any attempted assignment or delegation in violation of this section shall be void.,0,0,0,0,0,0,1,0,0
